PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
81734;Aparcamiento para residentes. Chaparral;;;;;Plazas: 226 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=152cc2c6e051c010VgnVCM2000000c205a0aRCRD;CHAPARRAL;CALLE;V;40;;;;;MADRID;MADRID;28033;PINAR DEL REY;HORTALEZA;446495;4480404;4.047.071.441.606.700;-36.324.688.931.507.400;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13568;Aparcamiento para residentes. Cidamón;;;;;Plazas: 343 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=418515cbed51c010VgnVCM2000000c205a0aRCRD;NALDA;PLAZA;V;1;;;;;MADRID;MADRID;28043;SAN JUAN BAUTISTA;CIUDAD LINEAL;444491;4478134;4.045.013.336.925.360;-36.559.086.956.228.500;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13503;Aparcamiento para residentes. Clara del Rey;;;;;Plazas: 179 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=97a515cbed51c010VgnVCM2000000c205a0aRCRD;CLARA DEL REY;CALLE;V;49;;;;;MADRID;MADRID;28002;PROSPERIDAD;CHAMARTIN;443397;4477474;40.444.113.845.496.800;-3.668.750.355.615.280;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
24099;Aparcamiento para residentes. Codorniz;;;;;Plazas: 705 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=10606545f951c010VgnVCM2000000c205a0aRCRD;CODORNIZ;CALLE;;;;;;;MADRID;MADRID;28047;VISTA ALEGRE;DISTRITO;436412;4470537;40.381.116.884.137.000;-37.504.154.605.075.700;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13569;Aparcamiento para residentes. Comandante Benítez;;;;;Plazas: 166 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=edc515cbed51c010VgnVCM2000000c205a0aRCRD;COMANDANTE BENITEZ;CALLE;V;16;;;;;MADRID;MADRID;28045;CHOPERA;ARGANZUELA;440843;4472311;4.039.742.495.168.450;-3.698.383.469.338.620;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13571;Aparcamiento para residentes. Condado de Treviño;;;;;Plazas: 195 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=34f515cbed51c010VgnVCM2000000c205a0aRCRD;"CONDADO DE TREVI&amp;Ntilde;O";CALLE;V;25;;;;;MADRID;MADRID;28033;COSTILLARES;CIUDAD LINEAL;443287;4481468;40.480.086.139.201.400;-367.040.497.840.857;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
24101;Aparcamiento para residentes. Conde de Casal / Mediterraneo;;;;;Plazas: 1650 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=549e6545f951c010VgnVCM2000000c205a0aRCRD;CONDE DE CASAL;PLAZA;V;;;;;;MADRID;MADRID;28007;NIÑO JESUS;RETIRO;443174;4473363;4.040.706.458.224.570;-3.671.011.625.643.670;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13504;Aparcamiento para residentes. Corazón de María I;;;;;Plazas: 166 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8a1615cbed51c010VgnVCM2000000c205a0aRCRD;CORAZON DE MARIA;CALLE;NUM;;;;;;MADRID;MADRID;28002;PROSPERIDAD;DISTRITO;443209;4477055;4.044.032.637.305.060;-36.709.413.376.148.000;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13500;Aparcamiento para residentes. Cuevas de Almanzora;;;;;Plazas: 203 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=276615cbed51c010VgnVCM2000000c205a0aRCRD;MOJACAR;CALLE;V;2;;;;;MADRID;MADRID;28033;APOSTOL SANTIAGO;HORTALEZA;444326;4481385;4.047.940.888.739.170;-3.658.140.197.005.030;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
81737;Aparcamiento para residentes. Cumare;;;;;Plazas: 156 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=975dc2c6e051c010VgnVCM2000000c205a0aRCRD;NEVADO DEL RUIZ;CALLE;V;2;;;;;MADRID;MADRID;28033;PINAR DEL REY;HORTALEZA;446252;4480304;40.469.797.844.264.400;-36.353.267.838.656.400;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13535;Aparcamiento para residentes. Darwin;;;;;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dca27339ae51c010VgnVCM2000000c205a0aRCRD;MORATALAZ;AVENIDA;V;172;;;;;MADRID;MADRID;28030;VINATEROS;MORATALAZ;445440;4473485;4.040.831.552.325.070;-36.443.181.005.580.000;S/T;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
183760;Aparcamiento para residentes. Doce de Octubre;;;;;Plazas: 694 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4826bdc85c01c010VgnVCM2000000c205a0aRCRD;NARVAEZ;CALLE;V;57;;;;;MADRID;MADRID;28009;IBIZA;RETIRO;442751;4474543;4.041.766.561.139.140;-367.610.289.078.337;S/T;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13630;Aparcamiento para residentes. Doctor Cirajas;;;;;Plazas: 324  Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7d8615cbed51c010VgnVCM2000000c205a0aRCRD;DOCTOR CIRAJAS;CALLE;V;3;;;;;MADRID;MADRID;28017;PUEBLO NUEVO;CIUDAD LINEAL;446044;4476500;40.435.515.856.536.500;-36.374.563.613.179.700;S/T;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13551;Aparcamiento para residentes. Doctor Laguna;;;;;Plazas: 537 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b7f57339ae51c010VgnVCM2000000c205a0aRCRD;DOCTOR LAGUNA;PLAZA;V;12;;;;;MADRID;MADRID;28009;NIÑO JESUS;RETIRO;442970;4474230;4.041.486.100.757.730;-3.673.493.543.766.050;T/D;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
39871;Aparcamiento para residentes. Doménico Scarlatti;;;;;Plazas: 484  Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=81e9946be351c010VgnVCM2000000c205a0aRCRD;DOMENICO SCARLATTI;CALLE;V;1;;;;;MADRID;MADRID;28003;VALLEHERMOSO;CHAMBERI;439444;4477254;40.441.852.955.825.800;-37.153.391.363.661.900;S/T;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
4831001;Aparcamiento para residentes. Elvira;;;;;Plazas: 194 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid  Gestión: Empresa Municipal de Transportes (EMT) (más información);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ca1cec05bd2a8110VgnVCM2000000c205a0aRCRD;VICALVARO;CALLE;V;13;;;;;MADRID;MADRID;28028;FUENTE DEL BERRO;SALAMANCA;443643;4474900;404.209.426.634.437;-36.656.210.687.113.500;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
24106;Aparcamiento para residentes. Emigrantes;;;;;Plazas: 281  Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bca06545f951c010VgnVCM2000000c205a0aRCRD;MINAYA;CALLE;V;1;;;;;MADRID;MADRID;28043;CANILLAS;HORTALEZA;446179;4480058;4.046.757.701.332.530;-363.616.695.396.661;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13524;Aparcamiento para residentes. Encomienda de Palacios;;;;;Plazas: 320  Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1ad615cbed51c010VgnVCM2000000c205a0aRCRD;ENCOMIENDA DE PALACIOS;CALLE;V;178;;;;;MADRID;MADRID;28030;FONTARRON;MORATALAZ;445530;4472440;4.039.890.743.776.520;-36.431.678.525.654.000;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13550;Aparcamiento para residentes. Esfinge;;;;;Plazas: 777  Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=600715cbed51c010VgnVCM2000000c205a0aRCRD;NECTAR;CALLE;V;36;;;;;MADRID;MADRID;28022;CANILLEJAS;SAN BLAS-CANILLEJAS;448373;4477360;404.434.114.032.433;-36.100.682.055.704.100;S/T;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
170634;Aparcamiento para residentes. Espalter;;;;;Plazas: 480  Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4fc4ff632081c010VgnVCM1000000b205a0aRCRD;ESPALTER;CALLE;V;7;;;;;MADRID;MADRID;28014;LOS JERONIMOS;RETIRO;441521;4474022;40.412.886.496.253.400;-3.690.552.192.538.090;S/T;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13558;Aparcamiento para residentes. Esperanza;;;;;Plazas: 986 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=23d27339ae51c010VgnVCM2000000c205a0aRCRD;ESPERANZA;PASEO;V;11;;;;;MADRID;MADRID;28005;ACACIAS;ARGANZUELA;440247;4472899;4.040.267.931.721.200;-37.054.613.325.975.800;S/T;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
81743;Aparcamiento para residentes. Espinillo;;;;;Plazas: 155 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6b4cc2c6e051c010VgnVCM2000000c205a0aRCRD;CIUDADANIA;CALLE;V;10;;;;;MADRID;MADRID;28041;LOS ROSALES;VILLAVERDE;441379;4467749;40.356.365.890.681.300;-36.916.474.771.097.700;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
24108;Aparcamiento para residentes. Esteban Villegas;;;;;Plazas: 858 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e8b16545f951c010VgnVCM2000000c205a0aRCRD;POETA ESTEBAN DE VILLEGAS;CALLE;V;4;;;;;MADRID;MADRID;28014;LOS JERONIMOS;RETIRO;442149;4473558;4.040.875.051.210.090;-3.683.108.580.090.560;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13572;Aparcamiento para residentes. Estrella Polar;;;;;Plazas: 401 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b62715cbed51c010VgnVCM2000000c205a0aRCRD;ESTRELLA POLAR;CALLE;V;6-B;;;;;MADRID;MADRID;28007;ESTRELLA;RETIRO;443514;4473741;4.041.049.299.906.420;-36.670.384.786.113.000;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
24111;Aparcamiento para residentes. Eugenia de Montijo;;;;;Plazas: 387 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=db226545f951c010VgnVCM2000000c205a0aRCRD;EUGENIA DE MONTIJO;CALLE;V;20;;;;;MADRID;MADRID;28025;VISTA ALEGRE;CARABANCHEL;437160;4470670;4.038.237.185.259.860;-3.741.617.241.001.300;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13573;Aparcamiento para residentes. Ferrol;;;;;Plazas: 350 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e30115cbed51c010VgnVCM2000000c205a0aRCRD;EL FERROL;AVENIDA;V;28;;;;;MADRID;MADRID;28029;EL PILAR;FUENCARRAL-EL PARDO;440224;4480919;4.047.492.529.017.090;-3.706.488.256.379.610;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13498;Aparcamiento para residentes. Finisterre;;;;;Plazas: 305 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0d4715cbed51c010VgnVCM2000000c205a0aRCRD;FINISTERRE;CALLE;V;23;;;;;MADRID;MADRID;28029;LA PAZ;FUENCARRAL-EL PARDO;440551;4481355;4.047.887.645.814.120;-37.026.717.892.482.200;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
81745;Aparcamiento para residentes. Fonsagrada;;;;;Plazas: 253 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ed7dc2c6e051c010VgnVCM2000000c205a0aRCRD;ARTEIJO;PLAZA;V;10-B;;;;;MADRID;MADRID;28029;EL PILAR;FUENCARRAL-EL PARDO;440181;4481217;4.047.760.668.331.370;-37.070.236.600.943.300;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
4831271;Aparcamiento para residentes. Francisco Altimiras;;;;;Plazas: 63 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid  Gestión: Empresa Municipal de Transportes (EMT) (más información);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c0055b87103a8110VgnVCM2000000c205a0aRCRD;FRANCISCO ALTIMIRAS;CALLE;V;2;;;;SEMIESQUINA CON LA AV. DE LOS TOREROS;MADRID;MADRID;28028;GUINDALERA;SALAMANCA;443816;4476359;4.043.409.783.062.510;-36.637.111.034.337.200;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13635;Aparcamiento para residentes. Francisco Rioja;;;;;Plazas: 392 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=537715cbed51c010VgnVCM2000000c205a0aRCRD;LUIS RUIZ;CALLE;V;29;;;;;MADRID;MADRID;28017;PUEBLO NUEVO;CIUDAD LINEAL;445982;4475973;40.430.764.308.966.500;-36.381.424.369.676.700;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13634;Aparcamiento para residentes. Francos Rodríguez;;;;;Plazas: 294 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a99715cbed51c010VgnVCM2000000c205a0aRCRD;NUMANCIA;CALLE;V;61;;;;;MADRID;MADRID;28039;BELLAS VISTAS;TETUAN;439894;4478902;4.045.673.152.306.270;-37.101.896.436.542.800;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
24119;Aparcamiento para residentes. Galileo;;;;;Plazas: 527 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=03d06545f951c010VgnVCM2000000c205a0aRCRD;BLASCO DE GARAY;CALLE;V;38;;;;;MADRID;MADRID;28015;ARAPILES;CHAMBERI;439761;4476285;4.043.314.686.152.780;-37.115.094.961.765.000;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13525;Aparcamiento para residentes. García Escámez;;;;;Plazas: 260 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=46e715cbed51c010VgnVCM2000000c205a0aRCRD;GENERAL GARCIA ESCAMEZ;CALLE;V;23;;;;;MADRID;MADRID;28044;LAS AGUILAS;LATINA;434796;4470637;4.038.189.262.322.990;-3.769.461.928.150.030;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13534;Aparcamiento para residentes. García Tapia;;;;;Plazas: 252 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=663215cbed51c010VgnVCM2000000c205a0aRCRD;DOCTOR GARCIA TAPIA;AVENIDA;V;51;;;;;MADRID;MADRID;28030;MARROQUINA;MORATALAZ;445286;4473883;40.411.890.813.674.300;-36.461.672.639.418.000;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13527;Aparcamiento para residentes. Garrovillas;;;;;Plazas: 324 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ffb715cbed51c010VgnVCM2000000c205a0aRCRD;GARROVILLAS;CALLE;V;11;;;;;MADRID;MADRID;28044;LAS AGUILAS;LATINA;434025;4470458;40.380.219.332.370.800;-3.778.525.698.149.740;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
81746;Aparcamiento para residentes. General Gallegos;;;;;Plazas: 101 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=34adc2c6e051c010VgnVCM2000000c205a0aRCRD;PADRE DAMIAN;CALLE;V;39;;;;;MADRID;MADRID;28036;NUEVA ESPAÑA;CHAMARTIN;441939;4479399;404.612.407.669.708;-36.855.271.656.753.400;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
24120;Aparcamiento para residentes. General Lacy;;;;;Plazas: 663 Abierto 24 horas   Titularidad: Ayuntamiento de madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=59f06545f951c010VgnVCM2000000c205a0aRCRD;GENERAL LACY;CALLE;V;11;;;;ENTRE C/ ÁNCORA Y C/ MÉNDEZ ÁLVARO;MADRID;MADRID;28045;PALOS DE MOGUER;ARGANZUELA;441511;4472934;4.040.308.453.317.460;-3.690.569.861.061.400;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13520;Aparcamiento para residentes. Gerardo Cordón;;;;;Plazas: 200 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ac087339ae51c010VgnVCM2000000c205a0aRCRD;GERARDO CORDON;CALLE;V;63;;;;;MADRID;MADRID;28017;VENTAS;CIUDAD LINEAL;444721;4475602;40.427.339.125.243.800;-3.652.975.774.084.380;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13574;Aparcamiento para residentes. Germán Pérez Carrasco;;;;;Plazas: 321 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f2387339ae51c010VgnVCM2000000c205a0aRCRD;VIRGEN DEL SAGRARIO;CALLE;V;6;;;;ESQUINA C/ GERMÁN PÉREZ CARRASCO;MADRID;MADRID;28027;QUINTANA;CIUDAD LINEAL;445193;4476339;40.434.009.722.018.900;-3.647.475.422.428.170;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13615;Aparcamiento para residentes. Gómez Ulla;;;;;Plazas: 191 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c3b615cbed51c010VgnVCM2000000c205a0aRCRD;DOCTOR GOMEZ ULLA;CALLE;V;11;;;;LATERAL PARQUE EVA DUARTE DE PERÓN;MADRID;MADRID;28028;GUINDALERA;SALAMANCA;443461;4475927;4.043.018.204.828.570;-3.667.857.812.017.230;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13522;Aparcamiento para residentes. Goya I;;;;;Plazas: 668 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=49587339ae51c010VgnVCM2000000c205a0aRCRD;GOYA;CALLE;NUM;100;;;;;MADRID;MADRID;28009;GOYA;DISTRITO;443350;4475276;4.042.430.993.482.300;-36.691.082.296.156.100;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
24121;Aparcamiento para residentes. Guadalete;;;;;Plazas: 290 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=af116545f951c010VgnVCM2000000c205a0aRCRD;GUADALETE;CALLE;NUM;132;;;;POSTERIOR;MADRID;MADRID;28019;COMILLAS;DISTRITO;439403;4471394;4.038.906.044.446.880;-3.715.263.318.539.680;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
5421792;Aparcamiento para residentes. Ilíada;;;;;Plazas : 333 Abierto 24 Horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a89fa6b5ebbd3210VgnVCM1000000b205a0aRCRD;LA ILIADA;CALLE;V;25;;;;;MADRID;MADRID;28022;CANILLEJAS;SAN BLAS-CANILLEJAS;448463;4476499;4.043.566.058.828.250;-3.608.937.018.595.290;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13627;Aparcamiento para residentes. Illescas;;;;;Plazas: 261 Abierto 24 horas   Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9f787339ae51c010VgnVCM2000000c205a0aRCRD;ILLESCAS;CALLE;V;3;;;;;MADRID;MADRID;28024;ALUCHE;LATINA;435137;4472345;4.039.730.561.114.470;-37.656.191.852.299.800;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
183559;Aparcamiento para residentes. Ilustración;;;;;Plazas: 142   Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=abd5bdc85c01c010VgnVCM2000000c205a0aRCRD;ISLA DE AROSA;CALLE;V;2;;;;;MADRID;MADRID;28035;PEÑA GRANDE;FUENCARRAL-EL PARDO;439358;4481318;4.048.033.843.092.400;-37.154.761.411.305.700;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13502;Aparcamiento para residentes. Isla de Arosa;;;;;Plazas: 189 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e5a87339ae51c010VgnVCM2000000c205a0aRCRD;ISLA DE AROSA;CALLE;V;2;;;;;MADRID;MADRID;28035;PEÑA GRANDE;FUENCARRAL-EL PARDO;439501;4481503;40.480.133.721.268.700;-3.715.072.834.653.350;S/T;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13575;Aparcamiento para residentes. Isla de Ons;;;;;Plazas: 667 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3cc87339ae51c010VgnVCM2000000c205a0aRCRD;ISLA DE ONS;CALLE;V;5;;;;;MADRID;MADRID;28035;PEÑA GRANDE;FUENCARRAL-EL PARDO;438938;4481487;4.047.994.830.334.660;-372.171.314.015.025;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13576;Aparcamiento para residentes. Isla de Tavira;;;;;Plazas: 326 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=82f87339ae51c010VgnVCM2000000c205a0aRCRD;ISLA DE TAVIRA;CALLE;V;20;;;;;MADRID;MADRID;28035;PEÑA GRANDE;FUENCARRAL-EL PARDO;439206;4481659;4.048.151.743.803.610;-37.185.680.084.021.800;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
